VendorNumber,VendorName,Brand,TotalSalesQuantity,TotalSalesDollars,TotalPurchaseQuantity,TotalPurchaseDollars,FreightCost,GrossProfit,ProfitMargin
653,STATE WINE & SPIRITS   ,15677,12,143.88,12,95.28,0.4992326996269107,48.100767300373086,33.431169933537035
653,STATE WINE & SPIRITS   ,15908,108,970.92,47,283.40999999999997,1.4849657787705997,686.0250342212294,70.65721524134115
653,STATE WINE & SPIRITS   ,16520,4,17.96,48,142.56,0.7469627797944205,-125.34696277979441,-697.9229553440668
653,STATE WINE & SPIRITS   ,16583,221,4417.79,61,824.11,4.318037994222643,3589.361962005777,81.24790816235668
653,STATE WINE & SPIRITS   ,16584,7,275.93,25,650.5,3.4083844574654223,-377.97838445746544,-136.98343219565305
653,STATE WINE & SPIRITS   ,16585,9,269.90999999999997,14,253.54,1.3284577945361769,15.041542205463799,5.5727991572982845
653,STATE WINE & SPIRITS   ,16587,119,2021.81,64,729.6,3.8228398157828933,1288.3871601842172,63.72444295874574
653,STATE WINE & SPIRITS   ,16609,108,1290.92,72,640.8000000000001,3.357559969783002,646.762440030217,50.10089238916564
653,STATE WINE & SPIRITS   ,16610,337491,3573926.09,14732,100177.59999999999,524.8943502324182,3473223.595649767,97.1823005900429
653,STATE WINE & SPIRITS   ,16611,32,359.68,24,171.35999999999999,0.8978643514700609,187.42213564852997,52.10802258911532
